Id,consent,SII_1,SII_1_other,SII_1_reason,SII_2,SII_2_unit,SII_2_unit_other,SII_3_1,SII_3_2,SII_3_2_other,SII_3_1_sub,SII_3_2_sub,SII_4_1,SII_4_2,SII_4_2_other,LoginDate,LoginStartTime,LoginEndTime,LoginDate_Last,LoginStartTime_Last,LoginEndTime_Last,SII_5,SII_6_1_UREA,SII_6_2_UREA,SII_6_3_UREA,SII_6_3_other_UREA,SII_6_4_UREA,SII_6_4_other_UREA,SII_7_1_UREA,SII_7_2_UREA,SII_7_3_UREA,SII_6_1_DAP,SII_6_2_DAP,SII_6_3_DAP,SII_6_3_other_DAP,SII_6_4_DAP,SII_6_4_other_DAP,SII_7_1_DAP,SII_7_2_DAP,SII_7_3_DAP,SII_6_1_MOP,SII_6_2_MOP,SII_6_3_MOP,SII_6_3_other_MOP,SII_6_4_MOP,SII_6_4_other_MOP,SII_7_1_MOP,SII_7_2_MOP,SII_7_3_MOP,SII_6_1_ZINC,SII_6_2_ZINC,SII_6_3_ZINC,SII_6_3_other_ZINC,SII_6_4_ZINC,SII_6_4_other_ZINC,SII_7_1_ZINC,SII_7_2_ZINC,SII_7_3_ZINC,SII_6_1_NPK,SII_6_2_NPK,SII_6_3_NPK,SII_6_3_other_NPK,SII_6_4_NPK,SII_6_4_other_NPK,SII_7_1_NPK,SII_7_2_NPK,SII_7_3_NPK,FKT_1,FKT_2,FKT_3
B02V16F0468,1,1,,,2,2,,7,1,,0,,1,2,,20-8-2018,10:28:23,10:28:54,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,
B02V16F0471,1,1,,,70,1,,9,1,,0,,1,2,,16-8-2018,16:4:43,16:5:14,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,ATIYARE KOY SUCHNA NTHI APVI
B02V16F0472,1,1,,,3,2,,5,1,,0,,1,2,,16-8-2018,11:12:55,11:14:39,20-8-2018,11:8:41,11:9:19,1,1,1,5,,3,,1,,,1,1,5,,3,,1,,,1,1,5,,3,,1,,,1,10,1,,,,1,,,0,,,,,,,,,1,3,
B02V16F0474,1,1,,,2,2,,6,1,,0,,1,2,,17-8-2018,11:52:15,11:53:2,17-8-2018,12:11:22,12:11:43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,MAHITI KHUBAJ UPYOGI THAY CHE
B02V16F0475,1,1,,,75,1,,5,1,,0,,1,2,,7-8-2018,16:41:1,16:41:51,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,1,3,5,,1,,1,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V16F0478,1,1,,,63,1,,25,1,,0,,1,2,,16-8-2018,11:40:37,11:41:12,16-8-2018,11:42:10,11:42:30,1,0,,,,,,,,,1,225,1,,,,1,,,1,19,1,,,,1,,,1,125,1,,,,1,,,0,,,,,,,,,1,5,
B02V16F0480,1,1,,,2,2,,15,1,,0,,1,2,,17-8-2018,13:7:50,13:9:56,17-8-2018,13:15:41,13:15:52,1,0,,,,,,,,,1,10,5,,3,,1,,,1,8,5,,3,,1,,,1,30,1,,,,1,,,0,,,,,,,,,1,3,AAKHA DIVAS MA PHONE BAJU J PHONE AAVE CHE
B02V16F0482,1,1,,,45,1,,6,1,,0,,1,1,,8-8-2018,15:48:14,15:49:29,,,,1,0,,,,,,,,,1,1.5,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,3,
B02V16F0484,1,1,,,30,1,,6,1,,0,,1,2,,8-8-2018,16:12:56,16:13:41,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
B02V16F0487,1,1,,,35,1,,8,1,,0,,1,2,,7-8-2018,16:56:14,16:58:0,,,,1,0,,,,,,,,,1,4,5,,3,,1,,,1,120,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,1,5,COTTON NI MAHITI MALE CHHE AEVI RITE BAKALU NI MAHITI MALE TO GHANU SARU..
B02V16F0488,1,1,,,2,2,,7,1,,0,,1,2,,9-8-2018,15:25:52,15:28:32,9-8-2018,15:34:46,15:35:4,1,0,,,,,,,,,1,49,1,,,,1,,,1,50,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V16F0489,1,1,,,2,2,,30,1,,0,,1,2,,17-8-2018,13:14:32,13:16:49,20-8-2018,11:30:16,11:30:32,1,0,,,,,,,,,1,8,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V16F0490,1,1,,,3,2,,15,1,,0,,0,,,17-8-2018,12:52:51,12:54:9,,,,1,0,,,,,,,,,1,5,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,
B02V16F0491,1,1,,,2,2,,13,1,,0,,1,2,,8-8-2018,10:58:50,11:0:20,,,,1,1,78,1,,,,1,,,1,104,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V16F0492,1,1,,,55,1,,10,1,,0,,1,2,,9-8-2018,13:1:0,13:2:17,,,,1,1,3,5,,2,,1,,,1,2.5,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V16F0493,1,1,,,70,1,,10,1,,0,,1,2,,11-8-2018,9:50:23,9:51:59,,,,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V16F0495,1,1,,,2,2,,6,2,,0,,1,2,,8-8-2018,11:27:47,11:29:2,,,,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V16F0497,1,1,,,2,2,,3,1,,0,,1,2,,17-8-2018,13:3:19,13:3:49,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,NA
B02V17F0499,1,0,,VARSAD NTHI ETLE KAPAS NTHI KARIYO,,,,,,,,,,,,16-8-2018,10:54:47,10:55:12,16-8-2018,10:55:17,10:55:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,NA
B02V17F0500,1,0,,VARSAD NATHI AAYO AETLE VAVETAR NATHI KARIYU ANE VARSAD THAI PACHHI DIVELA KATO GAVAR KARSE,,,,,,,,,,,,10-8-2018,10:33:12,10:35:9,10-8-2018,10:38:5,10:39:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,
B02V17F0501,1,1,,,2,2,,8.5,1,,0,,1,1,,11-8-2018,9:55:58,9:56:37,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,1,2,5,,1,,1,,,0,,,,,,,,,1,5,JE DAVA TAMARI SEVA MA KAHE CHHE E KYAI MALTI NATHI TO JE JAGYA YE DAVA MALE TE JAGYA NU ADDRESS KAPO
B02V17F0502,1,1,,,45,1,,3,2,,0,,1,2,,8-8-2018,9:32:58,9:34:32,,,,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,2,MAHITI MA KAI J KHBR PADTI NTHI
B02V17F0503,1,-98,KAPAS NO PAK BALI GYO TO 20 DIVAS PACHI.,,20,1,,4,2,,0,,1,2,,9-8-2018,15:12:27,15:13:50,9-8-2018,15:16:7,15:16:50,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,3,
B02V17F0504,1,0,,PANI NATHI AETALE KAPAS NU VAVETAR KARYU NATHI,,,,,,,,,,,,9-8-2018,16:14:17,16:16:52,9-8-2018,16:18:51,16:19:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
B02V17F0505,1,0,,,,,,,,,,,,,,7-8-2018,15:16:14,15:17:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,REGULAR MAHITI MADE J CHHE MATE KAI KEHVU NATHI..
B02V17F0507,1,1,,,45,1,,12.5,1,,0,,0,,,16-8-2018,9:44:20,9:45:42,,,,1,0,,,,,,,,,1,4,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V17F0508,1,1,,,45,1,,20,1,,0,,1,2,,9-8-2018,11:1:15,11:2:14,9-8-2018,11:7:50,11:7:59,1,1,6,5,,2,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V17F0509,1,1,,,50,1,,16,1,,0,,1,2,,7-8-2018,15:46:57,15:48:27,,,,1,0,,,,,,,,,1,7,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,1,MAHITI SAMBHADTA J NATHI NE M KIDHU K PELI VAR J TMARO CALL AAVIYO KRISHI TARANG MATHI...
B02V17F0510,1,0,,VARSHAD NATHI ETLE NATHI VAVEL PAK,,,,,,,,,,,,16-8-2018,15:45:58,15:47:4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
B02V17F0511,1,1,,,45,1,,13,1,,0,,1,2,,9-8-2018,11:26:29,11:27:22,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,1,3,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V17F0512,1,1,,,1,2,,10,1,,0,,1,3,,20-8-2018,11:13:6,11:13:50,,,,1,0,,,,,,,,,1,3,5,,3,,0,10,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V17F0513,1,1,,,2,2,,12,1,,0,,1,1,,17-8-2018,16:1:26,16:2:1,,,,1,0,,,,,,,,,1,4,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,NA
B02V17F0514,1,-98,KAPAS  BALI GAYO,,35,1,,6,1,,0,,0,,,17-8-2018,15:44:14,15:45:12,,,,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,2,5,,3,,1,,,1,2,VARSAD AVE TO MAHITI UPIYOGI NA AVE TO MAHITI UPIYOGI NTHI
B02V17F0515,1,1,,,35,1,,10,1,,,,1,1,,7-8-2018,12:11:59,12:12:47,7-8-2018,12:39:43,12:39:54,1,1,1,5,,1,,1,,,1,1,5,,1,,1,,,1,10,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,1,5,8238267967 NO. PAR SEVA CHALU KARVANI CHE A RESPODENT NO NO. CHE
B02V17F0516,1,1,,,32,1,,8,1,,0,,1,2,,17-8-2018,12:7:32,12:8:14,,,,1,0,,,,,,,,,1,3,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V17F0517,1,1,,,2,2,,20,1,,0,,1,2,,11-8-2018,10:57:11,10:57:29,,,,1,1,4,5,,3,,1,,,1,4,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,MAHITI BAVU SARI CHE
B02V17F0518,1,1,,,2,2,,30,1,,0,,1,2,,7-8-2018,15:27:4,15:28:41,7-8-2018,15:36:53,15:37:6,1,1,5,5,,3,,1,,,1,4,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,BAVU SARI LAGE CHE MAHITI
B02V17F0519,1,0,,VARSAD J NATHI AETLE VAVETAR NATHI KARIYU,,,,,,,,,,,,18-8-2018,12:1:38,12:2:4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
B02V17F0520,1,1,,,2,2,,3,1,,0,,1,-98,DRIP IRREGATION,9-8-2018,11:11:35,11:12:11,,,,1,0,,,,,,,,,1,2.5,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V17F0522,1,1,,,65,1,,24,1,,0,,1,-98,TAPAK,18-8-2018,12:9:44,12:10:44,20-8-2018,11:22:41,11:22:57,1,0,,,,,,,,,1,8,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V17F0523,1,1,,,2,2,,1,3,,0,,1,2,,10-8-2018,15:8:25,15:10:1,,,,1,0,,,,,,,,,1,1,5,,3,,1,,,1,1,5,,3,,1,,,1,1,5,,1,,1,,,0,,,,,,,,,1,5,TAMARI MAHITI THI KAPAS SARO THAY CHE
B02V17F0525,1,0,,,,,,,,,,,,,,16-8-2018,15:44:26,15:45:20,20-8-2018,11:15:6,11:15:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,
B02V17F0526,1,0,,VARSAD NATHI AETLE VAVETAR NATHI KARIYU,,,,,,,,,,,,10-8-2018,10:53:53,10:59:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
B02V17F0527,1,1,,,1,2,,9,1,,0,,1,1,,10-8-2018,15:46:45,15:47:46,10-8-2018,15:47:50,15:48:18,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V17F0528,1,0,,pani nathi mate aa vakhate kapas nu vavetar karyu nathi,,,,,,,,,,,,9-8-2018,15:58:3,16:0:17,9-8-2018,16:18:9,16:18:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,BAVU SARI CHE MAHITI
B02V17F0529,1,1,,,45,1,,3,1,,0,,1,2,,9-8-2018,16:0:38,16:2:23,,,,1,0,,,,,,,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,
B02V17F0530,1,1,,,97,1,,10,1,,0,,1,2,,18-8-2018,9:26:9,9:28:23,,,,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,1 NUMBER DABAVI DIRECT QUESTION RECORD THAY TO SARU BAHU LAMBI PRAKIYA CHHE AETLE FAVTU NATHI
B02V17F0532,1,1,,,2,2,,15,1,,0,,1,2,,16-8-2018,10:54:42,10:55:44,,,,1,0,,,,,,,,,1,6,5,,3,,1,,,1,4,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V17F0533,1,1,,,97,1,,9,1,,0,,1,2,,17-8-2018,12:25:20,12:26:20,,,,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V18F0534,1,0,,,,,,,,,,,,,,9-8-2018,11:47:19,11:47:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,NA
B02V18F0535,1,1,,,3,2,,25,2,,0,,1,2,,9-8-2018,15:41:48,15:43:57,,,,1,0,,,,,,,,,1,9,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V18F0536,1,1,,,2,2,,15,1,,0,,1,2,,17-8-2018,15:48:40,15:49:12,,,,1,0,,,,,,,,,1,5,5,,3,,1,,,1,4,5,,3,,1,,,1,3,5,,1,,1,,,0,,,,,,,,,1,2,NA..
B02V18F0537,1,1,,,70,1,,15,1,,0,,1,-98,TAPAK PADDHTI CHE,16-8-2018,11:45:41,11:47:43,,,,1,0,,,,,,,,,1,5,5,,3,,1,,,0,,,,,,,,,1,25,1,,,,1,,,0,,,,,,,,,1,5,NA
B02V18F0538,1,1,,,70,1,,3,2,,26,4,1,2,,21-8-2018,9:48:36,9:50:24,,,,1,0,,,,,,,,,1,175,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V18F0539,1,0,,VARSHAD NATHI MATE VAVETARJ NATHI KARYU,,,,,,,,,,,,16-8-2018,16:0:55,16:2:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
B02V18F0541,1,1,,,75,1,,10,1,,0,,1,2,,17-8-2018,15:36:29,15:37:4,,,,1,0,,,,,,,,,1,4,5,,1,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V18F0542,1,1,,,60,1,,4,1,,0,,1,2,,18-8-2018,10:53:35,10:55:11,,,,1,0,,,,,,,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,1,1,5,,3,,1,,,1,1,KESAT MA JE MAHITI AAVE TEMA KHABAR NATHI PADTI MATE RUBRU MA MAHITI AAPO
B02V18F0543,1,1,,,45,1,,13,1,,0,,1,2,,9-8-2018,15:41:21,15:42:6,,,,1,0,,,,,,,,,1,2.5,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,MAHITI AAPE AE PRAME J TEMNE AAYOJAN KARE CHHE.
B02V18F0544,1,1,,,50,1,,18,1,,0,,1,2,,20-8-2018,11:25:15,11:25:59,20-8-2018,11:26:2,11:26:13,1,0,,,,,,,,,1,6,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,KHEDUT NE BAJAR BHAV NI MAHITI AAPO TO VAGHARE SARU
B02V18F0545,1,1,,,2,2,,11,1,,0,,1,2,,17-8-2018,16:0:43,16:1:33,20-8-2018,11:33:50,11:34:4,1,1,6,5,,2,,1,,,1,2,5,,3,,1,,,1,2,5,,3,,1,,,1,1,5,,1,,1,,,0,,,,,,,,,1,5,
B02V18F0547,1,1,,,2,2,,12,1,,0,,1,2,,10-8-2018,11:18:28,11:19:24,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V18F0548,1,1,,,2,2,,4,2,,0,,1,2,,10-8-2018,11:41:28,11:42:33,,,,1,1,4,5,,3,,1,,,1,4,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V18F0549,1,1,,,75,1,,22,1,,0,,1,2,,10-8-2018,11:25:33,11:27:6,,,,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,
B02V18F0551,1,1,,,2,2,,20,1,,0,,1,2,,16-8-2018,11:57:7,11:57:36,,,,1,0,,,,,,,,,1,7,5,,3,,1,,,0,,,,,,,,,1,1,5,,1,,1,,,0,,,,,,,,,1,5,
B02V18F0552,1,1,,,1,2,,10,1,,0,,1,2,,9-8-2018,12:3:16,12:6:44,,,,1,0,,,,,,,,,1,4,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,1,MAHITI NATHI JOTI
B02V18F0553,1,1,,,45,1,,7.5,1,,0,,1,2,,18-8-2018,16:17:1,16:17:27,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
B02V18F0554,1,1,,,2,2,,12,1,,0,,1,-98,DRIP IRIGATION,8-8-2018,11:23:16,11:24:11,,,,1,0,,,,,,,,,1,4,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,SEVA BAHU J UPYOGI THAY CHE
B02V18F0555,1,1,,,3,2,,6,1,,0,,1,2,,17-8-2018,9:49:30,9:50:40,,,,1,0,,,,,,,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,
B02V18F0556,1,1,,,2,2,,16,1,,0,,1,2,,17-8-2018,12:5:5,12:6:8,,,,1,0,,,,,,,,,1,6,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V18F0560,1,1,,,45,1,,5,1,,0,,1,2,,18-8-2018,11:4:0,11:4:27,,,,1,0,,,,,,,,,1,65,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V18F0561,1,1,,,75,1,,6,1,,0,,1,2,,20-8-2018,12:24:52,12:26:35,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V18F0562,1,1,,,2,2,,8,1,,0,,1,2,,9-8-2018,10:5:38,10:6:50,,,,1,0,,,,,,,,,1,3,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,3,NA
B02V18F0563,1,1,,,2,2,,8,1,,0,,1,2,,18-8-2018,9:41:55,9:42:49,,,,1,0,,,,,,,,,1,6,5,,3,,0,8,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V19F0564,1,1,,,2,2,,12.5,1,,0,,1,2,,16-8-2018,11:51:3,11:51:37,,,,1,0,,,,,,,,,1,3,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,NA
B02V19F0566,1,1,,,65,1,,8,1,,0,,1,2,,9-8-2018,11:33:18,11:57:57,9-8-2018,12:1:9,12:1:21,1,0,,,,,,,,,1,3,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V19F0568,1,1,,,1,2,,8,1,,0,,1,2,,10-8-2018,10:0:49,10:1:28,,,,1,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,1,1,5,,1,,1,,,0,,,,,,,,,1,5,
B02V19F0569,1,1,,,70,1,,20,1,,0,,1,2,,18-8-2018,15:20:18,15:21:21,,,,1,0,,,,,,,,,1,9,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V19F0570,1,1,,,40,1,,3,2,,0,,1,2,,11-8-2018,10:41:0,10:41:52,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,1,25,1,,,,1,,,0,,,,,,,,,1,5,
B02V19F0571,1,1,,,45,1,,20,1,,0,,1,2,,7-8-2018,15:10:19,15:12:6,,,,1,0,,,,,,,,,1,10,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,3,
B02V19F0572,1,1,,,3,2,,25,1,,0,,1,2,,20-8-2018,11:8:58,11:10:5,,,,1,0,,,,,,,,,1,10,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,TAMARI MAHITI PRAMANE J KAPAS NU VAVETAR KARYU CHE SARI TAMARI MAHITI
B02V19F0576,1,1,,,75,1,,15,1,,0,,1,2,,18-8-2018,11:46:16,11:47:9,,,,1,1,8,5,,3,,1,,,1,5,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,
B02V19F0577,1,1,,,3,2,,12,1,,0,,1,2,,20-8-2018,11:16:18,11:17:1,,,,1,0,,,,,,,,,1,4,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,1,BAPORE CALL JAY CHHE MATE MAHITI SAMBHADTA J CHHE..SAJE KATO SAVARE MAHITI MOKALO TO SARU..
B02V19F0580,1,1,,,60,1,,15,1,,0,,1,2,,11-8-2018,11:26:46,11:27:24,,,,1,0,,,,,,,,,1,3,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,1,
B02V19F0582,1,1,,,2,2,,11,1,,0,,1,2,,17-8-2018,15:37:47,15:38:28,17-8-2018,15:39:9,15:39:19,1,0,,,,,,,,,1,5,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,report na aadhare j ame vavetar kariyu chhe tamari mahiti khub sari chhe ane tame amara mate je kaam karo chho ae bov saru chhe
B02V19F0583,1,1,,,90,1,,20,1,,0,,1,2,,17-8-2018,16:37:0,16:37:29,,,,1,0,,,,,,,,,1,8,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V19F0584,1,1,,,60,1,,6,1,,0,,1,2,,20-8-2018,9:43:43,9:44:22,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,BARABAR CHE MAHITI KOI BADLAV KARVANI JARUR NATHI
B02V19F0585,1,1,,,2,2,,5,2,,0,,1,2,,16-8-2018,10:28:24,10:29:52,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
B02V19F0587,1,1,,,60,1,,7,1,,0,,1,2,,18-8-2018,11:4:6,11:5:54,,,,1,0,,,,,,,,,1,100,1,,,,1,,,0,,,,,,,,,1,25,1,,,,1,,,0,,,,,,,,,1,5,
B02V19F0588,1,1,,,60,1,,15,1,,0,,1,2,,18-8-2018,10:49:13,10:49:51,20-8-2018,11:45:14,11:45:27,1,1,12,5,,2,,1,,,1,4,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V19F0589,1,1,,,65,1,,16,1,,0,,1,3,,16-8-2018,10:8:13,10:10:21,,,,1,0,,,,,,,,,1,5,5,,2,,1,,,1,2,5,,2,,1,,,0,,,,,,,,,0,,,,,,,,,1,5,NA
B02V19F0590,1,1,,,75,1,,8.5,1,,0,,1,-98,DRIP IRIGATION,16-8-2018,16:18:16,16:19:20,,,,1,0,,,,,,,,,1,3,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V19F0591,1,1,,,75,1,,5,1,,0,,1,2,,9-8-2018,10:47:29,10:48:22,,,,1,1,20,1,,,,1,,,1,25,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V19F0592,1,0,,JIRU PAK VAVVANO CHE MATE COTTON NATHI AVVYO,,,,,,,,,,,,18-8-2018,12:13:58,12:15:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,COTTON VAVYU NATHI MATE UPYOGI NATHI THA TI
B02V20F0593,1,1,,,2,2,,4,2,,0,,1,2,,7-8-2018,16:4:44,16:6:9,,,,1,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,
B02V20F0594,1,1,,,65,1,,5,1,,0,,1,2,,16-8-2018,10:21:6,10:22:27,,,,1,1,60,1,,,,1,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V20F0596,1,0,,VARSAD NATHI MATE VAVETRA NATHI KARYU,,,,,,,,,,,,10-8-2018,11:49:41,11:49:59,10-8-2018,11:50:3,11:50:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,
B02V20F0598,1,1,,,1,2,,2,2,,0,,1,1,,9-8-2018,15:47:33,15:48:29,,,,1,0,,,,,,,,,1,75,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V20F0599,1,1,,,40,1,,10,1,,0,,1,2,,18-8-2018,10:34:43,10:35:26,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
B02V20F0600,1,1,,,60,1,,7.5,1,,0,,1,2,,21-8-2018,9:44:27,9:45:13,,,,1,1,1,5,,3,,1,,,1,25,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B02V20F0602,1,1,,,1,2,,5,1,,0,,1,2,,17-8-2018,16:53:1,16:53:56,20-8-2018,11:38:33,11:38:51,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,
B02V20F0605,1,1,,,2,2,,5,1,,0,,1,2,,18-8-2018,9:56:47,9:57:51,,,,1,0,,,,,,,,,1,3,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
